cnpj_basico,case_number,class_iii_face_sum,establishment_cnpjs,claim_count,debtor_name,stage,is_related_party,above_floor,band,doc_id,creditor_name_as_printed,flags,extracted_at,extracted_by
45741898,0000472-94.2012.5.06.0193,860209703.42,45741898000197,5,SCZ Scalzilli Administração Judicial,,,1,FLOOR,24ed98480a572989bb0ce06fbd92e30151b7c249,Operação atual n° 16/30209-5; Operação atual n° 16/30210- 9;Operação atual n° 16/30211- 7;Operação atual n° 16/30212- 5;Operação atual n° 16/30213- 3;Operação atual n° 16/30214- 1;Operação atual n° 16/30219- 2;Operação atual n° 16/30220- 6;Operação atual n° 16/30221- 4;Operação atual n° 16/30222- 2;Operação atual n° 16/30225- 7;Operação atual n° 16/30226- 5;Operação atual n° 16/30227- 3;Operação atual n° 16/30228- 1;Operação atual n° 16/30230- 3;Operação atual n° 16/30231- 1;Operação atual n° 16/30232- X;Operação atual n° 16/30233- 8;Operação atual n° 16/30234- 6;Operação atual n° 16/30235- 4;Operação atual n° 16/30236- 2;Operação atual n° 16/30237- 0;Operação atual n° 16/30239- 7;Operação atual n° 16/30240- 0;Operação atual n° 16/30241- 9;Operação atual n° 16/30242- 7;Operação atual n° 16/30243- 5;Operação atual n° 16/30263- X;Operação atual n° 16/30264- 8;Operação atual n° 16/30265- 6;Operação atual n° 18/61539- 2;Operação atual n° 18/61540-6,"ROWS:p74r14,p74r15,p75r1,p75r2,p75r3|VALUE_COL:Valor_Atualizado",2026-09-03T23:36:47Z,build
00360305,0000472-94.2012.5.06.0193,426018950.32,00360305000104,1,SCZ Scalzilli Administração Judicial,,,1,FLOOR,24ed98480a572989bb0ce06fbd92e30151b7c249,"Rua Tupinambás, n. 486, Bairro Centro, Belo Horizonte/MG",ROWS:p63r17|VALUE_COL:Valor_Atualizado,2026-09-03T23:36:47Z,build
33000167,0000472-94.2012.5.06.0193,330054762.86,33000167000101,1,SCZ Scalzilli Administração Judicial,,,1,FLOOR,24ed98480a572989bb0ce06fbd92e30151b7c249,"Av. República do Chile n.º 65, 5º andar, Centro, CEP 20031-912 - Rio de Janeiro/RJ",ROWS:p71r9|VALUE_COL:Valor_Atualizado,2026-09-03T23:36:47Z,build
76483726,0016033-22.2025.8.16.0017,178052183.86,76483726000194,1,KADIMA EMPREENDIMENTOS subscrevi e assinei. E PARTICIPAÇÕES S.A,,,1,FLOOR,fcb10a251582ff4fff1b8864bf38719cc11c0e03,DM Construtora de Obras LTDA,ROWS:p4r8,2026-09-03T23:36:48Z,build
60746948,0000472-94.2012.5.06.0193,166745196.81,60746948000112,1,SCZ Scalzilli Administração Judicial,,,1,FLOOR,24ed98480a572989bb0ce06fbd92e30151b7c249,"Cidade de Deus, s/n - Vila Yara, Osasco - SP, CEP: 06029-900",ROWS:p62r14|VALUE_COL:Valor_Atualizado,2026-09-03T23:36:47Z,build
33124959,0000472-94.2012.5.06.0193,91334195.52,33124959000198,1,SCZ Scalzilli Administração Judicial,,,1,FLOOR,24ed98480a572989bb0ce06fbd92e30151b7c249,"Rua Rio de Janeiro, n°. 927, 14° andar, Centro, Belo Horizonte, CEP: 30.160-04",ROWS:p62r16|VALUE_COL:Valor_Atualizado,2026-09-03T23:36:47Z,build
07450604,0000472-94.2012.5.06.0193,84072313.37,07450604000189,1,SCZ Scalzilli Administração Judicial,,,1,FLOOR,24ed98480a572989bb0ce06fbd92e30151b7c249,"Avenida Brigadeiro Faria Lima, nº 4.400, Bairro Itaim Bibi, São Paulo/SP, CEP: 04538-132",ROWS:p64r8|VALUE_COL:Valor_Atualizado,2026-09-03T23:36:47Z,build
90400888,0000472-94.2012.5.06.0193,81755024.22,90400888000142,1,SCZ Scalzilli Administração Judicial,,,1,FLOOR,24ed98480a572989bb0ce06fbd92e30151b7c249,"Avenida Presidente JuscelinoKubitschek, nºs 2041 e 2235 – Bloco A, Vila Olímpia, São Paulo/SP",ROWS:p62r17|VALUE_COL:Valor_Atualizado,2026-09-03T23:36:47Z,build
59588111,0000472-94.2012.5.06.0193,65326446.86,59588111000103,1,SCZ Scalzilli Administração Judicial,,,1,FLOOR,24ed98480a572989bb0ce06fbd92e30151b7c249,"Avenida Nações Unidas nº 14.171, Torre A, 18º andar - São Paulo/SP",ROWS:p63r1|VALUE_COL:Valor_Atualizado,2026-09-03T23:36:47Z,build
33233778,8005129-09.2023.8.05.0039,64713515.06,33233778000108,2,e na falência,,,1,FLOOR,a0ae32a59c2928e385c610811f80949f98723486,TAG INDUSTRIA E LAMINACAO LTDA,"ROWS:p10r4,p19r8|UNRECONCILED_SOURCE",2026-09-03T23:36:47Z,build
00360305,5012306-16.2022.8.21.0023,62052412.02,00360305000104,1,SCZ Scalzilli Administração Judicial,,,1,FLOOR,ebfb999b457caf45140ea7446a22cd3751154eaf,CAIXA ECONOMICA FEDERAL (,LIKELY_FINANCIAL_BY_NAME|ROWS:p26r16|UNRECONCILED_SOURCE,2026-09-03T23:36:47Z,build
90400888,5057720-48.2025.8.24.0023,53119917.67,90400888000142,1,Grupo Rech | Administração Judicial - Credibilità,,,1,FLOOR,cf92cff797d25108be0439a46ee6864d615a1be4,SIM,ROWS:p1r13|UNRECONCILED_SOURCE|VALUE_COL:Valor_Após_Analise,2026-09-03T23:36:48Z,build
00000000,5057720-48.2025.8.24.0023,49456863.81,00000000000191,1,Grupo Rech | Administração Judicial - Credibilità,,,1,FLOOR,cf92cff797d25108be0439a46ee6864d615a1be4,SIM,ROWS:p1r10|UNRECONCILED_SOURCE|VALUE_COL:Valor_Após_Analise,2026-09-03T23:36:48Z,build
60701190,5057720-48.2025.8.24.0023,46224793.46,60701190071117,1,Grupo Rech | Administração Judicial - Credibilità,,,1,FLOOR,cf92cff797d25108be0439a46ee6864d615a1be4,SIM,ROWS:p1r28|UNRECONCILED_SOURCE|VALUE_COL:Valor_Após_Analise,2026-09-03T23:36:48Z,build
58616418,0000472-94.2012.5.06.0193,45662831.72,58616418000108,1,SCZ Scalzilli Administração Judicial,,,1,FLOOR,24ed98480a572989bb0ce06fbd92e30151b7c249,"Av. Juscelino Kubitschek nº 360, 5º ao 9º andar, São Paulo/SP",ROWS:p62r15|VALUE_COL:Valor_Atualizado,2026-09-03T23:36:47Z,build
19256534,0000472-94.2012.5.06.0193,45075482.57,19256534000101,1,SCZ Scalzilli Administração Judicial,,,1,FLOOR,24ed98480a572989bb0ce06fbd92e30151b7c249,"Rua Curitiba, nº 1279, Centro, Belo Horizonte/MG, CEP 30170-121",ROWS:p68r4|VALUE_COL:Valor_Atualizado,2026-09-03T23:36:47Z,build
00000000,8005129-09.2023.8.05.0039,43161497.61,00000000000191,2,e na falência,,,1,FLOOR,a0ae32a59c2928e385c610811f80949f98723486,BANCO DO BRASIL,"LIKELY_FINANCIAL_BY_NAME|ROWS:p5r9,p17r3|UNRECONCILED_SOURCE|VALUE_COL:Valor_Do_Crédito_2º_Edital_De_Credores",2026-09-03T23:36:47Z,build
08467115,5012306-16.2022.8.21.0023,31446843.91,08467115000100,1,SCZ Scalzilli Administração Judicial,,,1,FLOOR,ebfb999b457caf45140ea7446a22cd3751154eaf,CIA.EST.DE ENERG.ELETRICA-CEE (,ROWS:p26r26|UNRECONCILED_SOURCE,2026-09-03T23:36:47Z,build
00360305,5057720-48.2025.8.24.0023,31052221.17,00360305000104,1,Grupo Rech | Administração Judicial - Credibilità,,,1,FLOOR,cf92cff797d25108be0439a46ee6864d615a1be4,NÃO,ROWS:p1r18|UNRECONCILED_SOURCE|VALUE_COL:Valor_Após_Analise,2026-09-03T23:36:48Z,build
00360305,0001639-09.2026.8.17.2810,29895475.21,00360305000104,1,E FALENCIA,,,1,FLOOR,5da7b77bb56987c0953fc02532d71c91d78b3527,CAIXA ECONOMICA FEDERAL,LIKELY_FINANCIAL_BY_NAME|ROWS:p13r10,2026-09-03T23:36:48Z,build
00000000,5341375-33.2026.8.09.0049,29399788.89,00000000000191,1,"Grupo 3E, em consolidação substancia",,,1,FLOOR,8e8832093a15aa7f9dc936a37e882fe66a1fe43d,Banco do Brasil S.A.,LIKELY_FINANCIAL_BY_NAME|ROWS:p10r35|UNRECONCILED_SOURCE,2026-09-03T23:36:48Z,build
02932074,0005010-98.2023.8.16.0001,25912507.68,02932074004260,1,Marques Administrações Judiciais,,,1,FLOOR,b465a5d11eec7a46656b594fa59c62d80724e0a1,Hypera S/A,PARTIAL_DOC_CLASS_III_RECONCILED|ROWS:p26r9,2026-09-03T23:36:48Z,build
02282709,5341375-33.2026.8.09.0049,25688383.88,02282709000152,1,"Grupo 3E, em consolidação substancia",,,1,FLOOR,8e8832093a15aa7f9dc936a37e882fe66a1fe43d,Cooperativa de Crédito de Livre Admissão do Centro Norte Brasileiro - Sicoob Unicentro Norte Brasileiro,LIKELY_FINANCIAL_BY_NAME|ROWS:p12r8|UNRECONCILED_SOURCE,2026-09-03T23:36:48Z,build
90400888,0001639-09.2026.8.17.2810,21041903.06,90400888000142,1,E FALENCIA,,,1,FLOOR,5da7b77bb56987c0953fc02532d71c91d78b3527,SANTANDER S.A,LIKELY_FINANCIAL_BY_NAME|ROWS:p13r19,2026-09-03T23:36:48Z,build
00968602,5341375-33.2026.8.09.0049,20802131.71,00968602000137,1,"Grupo 3E, em consolidação substancia",,,1,FLOOR,8e8832093a15aa7f9dc936a37e882fe66a1fe43d,Cooperativa de Crédito de Livre Admissão do Vale do São Patrício Ltda - Sicoob Coopercred,LIKELY_FINANCIAL_BY_NAME|ROWS:p12r9|UNRECONCILED_SOURCE,2026-09-03T23:36:48Z,build
11436813,0019761-43.2024.8.17.2001,20647588.14,11436813000145,2,GRUPO ADLIM – LRF Líderes em Recuperação Judicial e Falência,,,1,FLOOR,a32497797bacd26aee3d411b89e47dce32e5a250,"ADLIM TERCEIRIZACAO EM SERVICOS LTDA, CPF/CNPJ/OAB nº","PARTIAL_DOC_CLASS_III_RECONCILED|ROWS:p85r37,p97r26",2026-09-03T23:36:48Z,build
11303092,5057720-48.2025.8.24.0023,20417361.13,11303092000103,1,Grupo Rech | Administração Judicial - Credibilità,,,1,FLOOR,cf92cff797d25108be0439a46ee6864d615a1be4,NÃO,ROWS:p1r31|UNRECONCILED_SOURCE|VALUE_COL:Valor_Após_Analise,2026-09-03T23:36:48Z,build
29644666,0037411-27.2022.8.16.0021,19901498.91,00000000000191|29644666000245,1,"APRESENTADO PELA RECUPERANDA, NA FORMA Distribuidora S.A",,,1,FLOOR,437e79745649ebc229e33ceff1017c077113003a,Banco do Veneza Equipamentos Sul Comercio LTDA (CNPJ nº,LIKELY_FINANCIAL_BY_NAME|MULTI_ROOT|ROWS:p1r43|UNRECONCILED_SOURCE,2026-09-03T23:36:48Z,build
29341643,0001639-09.2026.8.17.2810,18875473.82,29341643000342,1,E FALENCIA,,,1,FLOOR,5da7b77bb56987c0953fc02532d71c91d78b3527,BRASIL S.A,ROWS:p13r8,2026-09-03T23:36:48Z,build
28195667,5057720-48.2025.8.24.0023,18590200.29,28195667000106,2,Grupo Rech | Administração Judicial - Credibilità,,,1,FLOOR,cf92cff797d25108be0439a46ee6864d615a1be4,SIM,"ROWS:p1r4,p1r5|UNRECONCILED_SOURCE|VALUE_COL:Valor_Após_Analise",2026-09-03T23:36:48Z,build
92802784,5012306-16.2022.8.21.0023,18555954.55,92802784000190,1,SCZ Scalzilli Administração Judicial,,,1,FLOOR,ebfb999b457caf45140ea7446a22cd3751154eaf,CIA.RIOGRANDENSE SANEAMENTO CORSAN (,ROWS:p26r27|UNRECONCILED_SOURCE,2026-09-03T23:36:47Z,build
00795423,0000472-94.2012.5.06.0193,17013791.05,00795423000145,1,SCZ Scalzilli Administração Judicial,,,1,FLOOR,24ed98480a572989bb0ce06fbd92e30151b7c249,"Av. Afonso Pena, 3577, 3S andar, Bairro Serra, CEP 30.130-008",ROWS:p62r18|VALUE_COL:Valor_Atualizado,2026-09-03T23:36:47Z,build
92702067,5012306-16.2022.8.21.0023,16715841.17,92702067000196,1,SCZ Scalzilli Administração Judicial,,,1,FLOOR,ebfb999b457caf45140ea7446a22cd3751154eaf,BANCO DO ESTADO DO RIO GRANDE DO SUL - BANRISUL (,LIKELY_FINANCIAL_BY_NAME|LIKELY_PUBLIC_BY_NAME|ROWS:p25r62|UNRECONCILED_SOURCE,2026-09-03T23:36:47Z,build
57507378,0005010-98.2023.8.16.0001,16590576.49,57507378000365,1,Marques Administrações Judiciais,,,1,FLOOR,b465a5d11eec7a46656b594fa59c62d80724e0a1,EMS S.A.,PARTIAL_DOC_CLASS_III_RECONCILED|ROWS:p24r13,2026-09-03T23:36:48Z,build
34590184,5341375-33.2026.8.09.0049,16005897.08,34590184000109,1,"Grupo 3E, em consolidação substancia",,,1,FLOOR,8e8832093a15aa7f9dc936a37e882fe66a1fe43d,Stone Sociedade de Crédito Direto S.A.,ROWS:p18r11|UNRECONCILED_SOURCE,2026-09-03T23:36:48Z,build
09135789,0000472-94.2012.5.06.0193,15999496.52,09135789000162,1,SCZ Scalzilli Administração Judicial,,,1,FLOOR,24ed98480a572989bb0ce06fbd92e30151b7c249,"Rua Piranhas, 361, Santo Andre/SP",ROWS:p71r10|VALUE_COL:Valor_Atualizado,2026-09-03T23:36:47Z,build
38725768,0000472-94.2012.5.06.0193,15143906.34,38725768000103,1,SCZ Scalzilli Administração Judicial,,,1,FLOOR,24ed98480a572989bb0ce06fbd92e30151b7c249,"Rua Sergipe nº 1.440, 6º andar, bairro Savassi, Belo Horizonte-MG, CEP 30.130-174",ROWS:p61r1|VALUE_COL:Valor_Atualizado,2026-09-03T23:36:47Z,build
26419229,,15134865.10,26419229000159,1,,,,1,FLOOR,8b4c169de6295c4f44a02d86552064b9d0398e20,DREYMOOR BRASIL COMÉRCIO DE FERTILIZANTES LTDA,CASE_NUMBER_MISSING|ROWS:p1r9|UNRECONCILED_SOURCE|VALUE_COL:Valor_Do_Crédito,2026-09-03T23:36:47Z,build
12428086,8005129-09.2023.8.05.0039,14857604.68,12428086000137,3,e na falência,,,1,FLOOR,a0ae32a59c2928e385c610811f80949f98723486,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIA L BS NP,"LIKELY_FINANCIAL_BY_NAME|ROWS:p7r8,p10r1,p18r2|UNRECONCILED_SOURCE",2026-09-03T23:36:47Z,build
01440590,,14567733.99,01440590000136,1,,,,1,FLOOR,6a92d74da333ce21f5461767626e7ff05b8f474a,FRESENIUS MEDICAL CARE LTDA,CASE_NUMBER_MISSING|ROWS:p3r16,2026-09-03T23:36:47Z,build
34799393,5057720-48.2025.8.24.0023,14500488.51,34799393000167,1,Grupo Rech | Administração Judicial - Credibilità,,,1,FLOOR,cf92cff797d25108be0439a46ee6864d615a1be4,SIM,ROWS:p1r15|UNRECONCILED_SOURCE|VALUE_COL:Valor_Após_Analise,2026-09-03T23:36:48Z,build
33657248,0700256-03.2019.8.02.0066,14441558.60,33657248000189,1,Grupo Arnon de Mello — Lindoso e Araujo,,,1,FLOOR,60fd9c017d90deffa5bd422d7dce534a8fd355a3,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL,LIKELY_FINANCIAL_BY_NAME|ROWS:p7r21|UNRECONCILED_SOURCE,2026-09-03T23:36:47Z,build
60746948,0000410-68.2021.8.16.0174,14366044.44,60746948000112,1,consonância,,,1,FLOOR,b1a9f73b4c119a16aede49b05ad9f554fb74bc97,e Banco Bradesco S.A.,LIKELY_FINANCIAL_BY_NAME|PARTIAL_DOC_CLASS_III_RECONCILED|ROWS:p13r7,2026-09-03T23:36:48Z,build
98521909,0008526-45.2025.8.17.2001,13980345.50,98521909000190|98521909000270,2,E FALENCIA,,,1,FLOOR,1658892fa167d2330f5086c9fbc19999d00549f1,VINICOLA CAMPESTRE LTDA,"ROWS:p5r60,p5r61",2026-09-03T23:36:47Z,build
11516861,0019761-43.2024.8.17.2001,13645091.92,11516861000143,1,GRUPO ADLIM – LRF Líderes em Recuperação Judicial e Falência,,,1,FLOOR,a32497797bacd26aee3d411b89e47dce32e5a250,"AGUIA SERVICOS DE VIGILANCIA LTDA, CPF/CNPJ/OAB nº",PARTIAL_DOC_CLASS_III_RECONCILED|ROWS:p97r27,2026-09-03T23:36:48Z,build
90400888,0074500-63.2024.8.17.2001,13569297.24,90400888000142,1,GRUPO IMOBI – LRF Líderes em Recuperação Judicial e Falência,,,1,FLOOR,795d57c3b1a6263f35fd080afd0a6ea1ad727ea3,BANCO SANTANDER (BRASIL) S.A,LIKELY_FINANCIAL_BY_NAME|ROWS:p3r95,2026-09-03T23:36:48Z,build
03519135,0873061-47.2023.8.19.0001,13499976.37,03519135000156,1,Real Distribuidora – Processo nº 0873061-47.2023.8.19.0001 – e-mail: admjudunica@inova-aj.com.br – INOVA,,,1,FLOOR,8eb5d0d64353bf5fcd1122d1a511b7ca9884e3bd,"Avenida dos Oitis, Distrito Industrial, Distr Industrial 2, Manaus/AM - CEP 69007002","ALT_VALUE:R$9.815.941,50|ROWS:p1r32",2026-09-03T23:36:48Z,build
00360305,0019761-43.2024.8.17.2001,13335951.83,00360305000104,3,GRUPO ADLIM – LRF Líderes em Recuperação Judicial e Falência,,,1,FLOOR,a32497797bacd26aee3d411b89e47dce32e5a250,"CAIXA ECONOMICA FEDERAL, CPF/CNPJ/OAB nº","LIKELY_FINANCIAL_BY_NAME|PARTIAL_DOC_CLASS_III_RECONCILED|ROWS:p66r74,p85r24,p97r23",2026-09-03T23:36:48Z,build
00831373,0000941-21.2012.8.26.0101,13129217.80,00831373000104,1,Recuperações Judiciais – Brasil Trustee,,,1,FLOOR,cefc6f1f4e0b0de0562158c57eae626fe9aac144,"AV. BRIGADEIRO FARIA LIMA, 1355 CJ. 1401",ROWS:p4r1|VALUE_COL:Valor,2026-09-03T23:36:48Z,build
59981829,0001639-09.2026.8.17.2810,13075093.63,59981829000165,1,E FALENCIA,,,1,FLOOR,5da7b77bb56987c0953fc02532d71c91d78b3527,RODOBENS S.A,ROWS:p13r17,2026-09-03T23:36:48Z,build
09402999,0000410-68.2021.8.16.0174,12966349.62,09402999000170,1,consonância,,,1,FLOOR,b1a9f73b4c119a16aede49b05ad9f554fb74bc97,Tableros Indústria e e Comércio de Painéis Ltda,PARTIAL_DOC_CLASS_III_RECONCILED|ROWS:p16r3,2026-09-03T23:36:48Z,build
60872504,5341375-33.2026.8.09.0049,12852151.77,60872504000123,1,"Grupo 3E, em consolidação substancia",,,1,FLOOR,8e8832093a15aa7f9dc936a37e882fe66a1fe43d,Itaú Unibanco Holding S.A.,LIKELY_FINANCIAL_BY_NAME|ROWS:p14r63|UNRECONCILED_SOURCE,2026-09-03T23:36:48Z,build
02553526,0005010-50.2013.8.24.0026,12841448.00,02553526000124,1,MANNES LTDA E BM EMPREENDIMENTOS E PARTICIPAÇÕES – Sgrott Administradora Judicial e Consultoria Empresarial,,,1,FLOOR,ea17ba43b2611e60da78d77cd10f534a8d7ffa56,J G M EMPREEND E PARTICIPACOES LTDA,ROWS:p15r42|UNRECONCILED_SOURCE,2026-09-03T23:36:48Z,build
15114366,5057720-48.2025.8.24.0023,12763083.47,15114366000320,2,Grupo Rech | Administração Judicial - Credibilità,,,1,FLOOR,cf92cff797d25108be0439a46ee6864d615a1be4,SIM,"ROWS:p1r7,p1r8|UNRECONCILED_SOURCE|VALUE_COL:Valor_Após_Analise",2026-09-03T23:36:48Z,build
60770336,5057720-48.2025.8.24.0023,12737378.82,60770336000165,1,Grupo Rech | Administração Judicial - Credibilità,,,1,FLOOR,cf92cff797d25108be0439a46ee6864d615a1be4,NÃO,ROWS:p1r6|UNRECONCILED_SOURCE|VALUE_COL:Valor_Após_Analise,2026-09-03T23:36:48Z,build
60746948,4000167-23.2025.8.26.0373,12430000.00,60746948000112,4,Cerealista Sa,,,1,FLOOR,18975be46188194b42b5cec2007635d33a16225c,BANCO BRADESCO S.A.,"LIKELY_FINANCIAL_BY_NAME|ROWS:p8r16,p8r17,p8r18,p8r19|UNRECONCILED_SOURCE",2026-09-03T23:36:48Z,build
00360305,0005010-98.2023.8.16.0001,12089694.64,00360305000104,1,Marques Administrações Judiciais,,,1,FLOOR,b465a5d11eec7a46656b594fa59c62d80724e0a1,Caixa Econômica Federal,LIKELY_FINANCIAL_BY_NAME|PARTIAL_DOC_CLASS_III_RECONCILED|ROWS:p22r10,2026-09-03T23:36:48Z,build
72145931,0000472-94.2012.5.06.0193,12002084.64,72145931000199,1,SCZ Scalzilli Administração Judicial,,,1,FLOOR,24ed98480a572989bb0ce06fbd92e30151b7c249,"Avenida Paulista, nº 500, 5º e 6º andares, Bela Vista,São Paulo, SP, CEP 01310-000",ROWS:p73r16|VALUE_COL:Valor_Atualizado,2026-09-03T23:36:47Z,build
02134825,0000721-61.2024.8.17.2620,11835000.00,02134825000124,1,GRUPO DIVINA INDUSTRIA DE COURO LTDA – LRF Líderes em Recuperação Judicial e Falência,,,1,FLOOR,38f0c15b8a2d8dc124ae88df3b8958088a54cfcc,ASSOCIACAO DOS AGROPECUARISTAS CABRITOS DA FLORESTA,PARTIAL_DOC_CLASS_III_RECONCILED|ROWS:p2r7,2026-09-03T23:36:48Z,build
00000000,0020255-24.2020.5.04.0104,11716157.97,00000000000191,1,Base | AJ RUIZ - Administração Judicial,,,1,FLOOR,2407a56c35028c413305535a1dd008db0d00dcd7,"Q SAUN QUADRA 5 LOTE B TORRES I,II,III , S/N - 1º ANDAR SL 1 A 16 / 101 A 1601 - ASA NORTE - BRASILIA - DF - CEP 70040-912",ALT_VALUE:BANCOS|ROWS:p2r13|VALUE_COL:Valor_Do_Crédito,2026-09-03T23:36:48Z,build
24785274,,11676960.19,24785274000444,1,,,,1,FLOOR,8b4c169de6295c4f44a02d86552064b9d0398e20,GRANELES BRASIL COMERC IMPORT EXPORTADORA AGRICO,CASE_NUMBER_MISSING|ROWS:p1r10|UNRECONCILED_SOURCE|VALUE_COL:Valor_Do_Crédito,2026-09-03T23:36:47Z,build
00360305,5341375-33.2026.8.09.0049,11652776.23,00360305000104,1,"Grupo 3E, em consolidação substancia",,,1,FLOOR,8e8832093a15aa7f9dc936a37e882fe66a1fe43d,Caixa Econômica Federal,LIKELY_FINANCIAL_BY_NAME|ROWS:p11r27|UNRECONCILED_SOURCE,2026-09-03T23:36:48Z,build
01789121,0804401-51.2025.8.14.0039,11525550.26,01789121000470|01789121000984|01789121001107,1,SOJAL COMERCIA,,,1,FLOOR,c56751547323616443dc07ccc6d6c553539dec25,ALBAUGH AGRO BRASIL LTDA,ROWS:p1r4,2026-09-03T23:36:47Z,build
01181521,5341375-33.2026.8.09.0049,11225999.29,01181521000155,1,"Grupo 3E, em consolidação substancia",,,1,FLOOR,8e8832093a15aa7f9dc936a37e882fe66a1fe43d,Banco Cooperativo Sicredi S.A.,LIKELY_FINANCIAL_BY_NAME|ROWS:p10r34|UNRECONCILED_SOURCE,2026-09-03T23:36:48Z,build
09036221,0002484-82.2022.8.17.2001,11125000.00,09036221000194,3,e Falência,,,1,FLOOR,f3b6182e3aa2715450af4d59223acc49f7047632,"DC COMERCIO, REPRESENTACOES, INVESTIMENTOS E PARTICIPACOES LTDA","PARTIAL_DOC_CLASS_III_RECONCILED|ROWS:p4r68,p7r92,p9r68",2026-09-03T23:36:48Z,build
28195667,0873061-47.2023.8.19.0001,11070395.80,28195667000106,1,Real Distribuidora – Processo nº 0873061-47.2023.8.19.0001 – e-mail: admjudunica@inova-aj.com.br – INOVA,,,1,FLOOR,8eb5d0d64353bf5fcd1122d1a511b7ca9884e3bd,"Av. Cidade Jardim, 803, 2° andar, Itaim Bibi, São Paulo/SP - CEP 01453000","ALT_VALUE:R$8.049.373,91|ROWS:p1r14",2026-09-03T23:36:48Z,build
00000000,4054599-35.2025.8.26.0100,11024401.03,00000000000191,1,Ativos,,,1,FLOOR,2fe04bf4466d0420480f240ab82ca5b210606a24,"CORP BANK PINHEIROS: AV PAULISTA,1230, 14º ANDAR, B VISTA, CEP: 01.310-901",ROWS:p2r19|UNRECONCILED_SOURCE|VALUE_COL:Valor,2026-09-03T23:36:48Z,build
00000000,0044747-14.2024.8.16.0021,10935147.95,00000000000191,1,"foi apresentado no movimento 103 dos autos supramencionados, em consonância",,,1,FLOOR,739e29399ac0ac7b1b2e0e4fd55e6fb324d5457f,,NAME_MISSING|PARTIAL_DOC_CLASS_III_RECONCILED|ROWS:p4r4,2026-09-03T23:36:48Z,build
61286647,0005010-98.2023.8.16.0001,10696833.99,61286647001007,1,Marques Administrações Judiciais,,,1,FLOOR,b465a5d11eec7a46656b594fa59c62d80724e0a1,Sandoz do Brasil Industria Farmaceutica Ltda,PARTIAL_DOC_CLASS_III_RECONCILED|ROWS:p31r4,2026-09-03T23:36:48Z,build
05855974,0005010-98.2023.8.16.0001,10636330.31,05855974000170,1,Marques Administrações Judiciais,,,1,FLOOR,b465a5d11eec7a46656b594fa59c62d80724e0a1,Baston Industria de Aerossois Ltda,PARTIAL_DOC_CLASS_III_RECONCILED|ROWS:p21r8,2026-09-03T23:36:48Z,build
58160789,0001639-09.2026.8.17.2810,10547523.23,58160789000128,1,E FALENCIA,,,1,FLOOR,5da7b77bb56987c0953fc02532d71c91d78b3527,SAFRA S.A,ROWS:p13r18,2026-09-03T23:36:48Z,build
11486977,0000472-94.2012.5.06.0193,10310428.56,11486977000187,1,SCZ Scalzilli Administração Judicial,,,1,FLOOR,24ed98480a572989bb0ce06fbd92e30151b7c249,"Rua Dr. Rocha, nº 1.017, Bairro Centro,CEP: 33.600-000, Pedro Leopoldo/MG",ROWS:p66r6|VALUE_COL:Valor_Atualizado,2026-09-03T23:36:47Z,build
60701190,0002484-82.2022.8.17.2001,10230308.04,60701190000104,4,e Falência,,,1,FLOOR,f3b6182e3aa2715450af4d59223acc49f7047632,ITAÚ UNIBANCO S.A,"LIKELY_FINANCIAL_BY_NAME|PARTIAL_DOC_CLASS_III_RECONCILED|ROWS:p4r79,p7r104,p8r83,p9r78",2026-09-03T23:36:48Z,build
90400888,0019761-43.2024.8.17.2001,10130566.25,90400888000142,2,GRUPO ADLIM – LRF Líderes em Recuperação Judicial e Falência,,,1,FLOOR,a32497797bacd26aee3d411b89e47dce32e5a250,"BANCO SANTANDER (BRASIL) S.A., CPF/CNPJ/OAB nº","LIKELY_FINANCIAL_BY_NAME|PARTIAL_DOC_CLASS_III_RECONCILED|ROWS:p66r71,p85r23",2026-09-03T23:36:48Z,build
23643315,0005010-98.2023.8.16.0001,9093937.71,23643315014455,1,Marques Administrações Judiciais,,,1,FLOOR,b465a5d11eec7a46656b594fa59c62d80724e0a1,Danone Ltda,PARTIAL_DOC_CLASS_III_RECONCILED|ROWS:p24r6,2026-09-03T23:36:48Z,build
03237583,0001639-09.2026.8.17.2810,9000000.00,03237583000167,1,E FALENCIA,,,1,FLOOR,5da7b77bb56987c0953fc02532d71c91d78b3527,COPA ENERGIA DISTRIBUIDORA DE GÁS S.A,ROWS:p13r12,2026-09-03T23:36:48Z,build
62232889,0005010-98.2023.8.16.0001,8739976.12,62232889000190,1,Marques Administrações Judiciais,,,1,FLOOR,b465a5d11eec7a46656b594fa59c62d80724e0a1,Banco Daycoval S.A.,LIKELY_FINANCIAL_BY_NAME|PARTIAL_DOC_CLASS_III_RECONCILED|ROWS:p20r9,2026-09-03T23:36:48Z,build
58160789,5341375-33.2026.8.09.0049,8644481.52,58160789000128,1,"Grupo 3E, em consolidação substancia",,,1,FLOOR,8e8832093a15aa7f9dc936a37e882fe66a1fe43d,Banco Safra S.A.,LIKELY_FINANCIAL_BY_NAME|ROWS:p10r38|UNRECONCILED_SOURCE,2026-09-03T23:36:48Z,build
